gl,bf,proper,dist,absmag,x,y,z
Gl 836.9A,,,18.6289,7.419,8.314293,-5.472052,-15.746832
NN 4273,,,18.6393,10.758,7.022688,-3.210968,-16.964523
NN 3420,,,18.6567,15.216,-4.153764,15.273189,9.87666
Gl 773A,,,18.6776,7.933,8.930258,-15.892831,-4.064186
NN 4353,,,18.6776,10.593,13.922174,-1.322754,-12.380474
,,,18.6881,9.022,-17.177317,4.008213,-6.174065
Gl 36,,,18.6881,5.792,16.777142,3.676884,-7.365786
GJ 1003,,,18.6916,12.822,16.300968,0.529093,9.130962
Gl 610,,,18.7126,6.029,-8.388206,-15.396967,-6.538146
GJ 1212,,,18.7231,10.638,-3.718285,-18.144041,-2.741822
Wo 9490C,,,18.7266,8.718,-13.399736,-11.489047,6.251463
Gl 825.4B,,,18.7266,8.238,12.842313,-10.79912,-8.312579
Gl 818.1B,,,18.7336,5.037,3.988268,-3.673326,-17.931764
Gl 818.1C,,,18.7336,12.137,3.988268,-3.673326,-17.931764
Gl 41,,,18.7441,3.436,8.810315,2.077392,16.413746
Gl 10,6    Cet,,18.7477,3.525,18.046958,0.887717,-5.000042
Gl 161,,,18.7512,6.335,3.036887,5.808041,17.568376
GJ 1023B,,,18.7617,9.034,6.521582,1.574682,17.521152
,,,18.7793,8.352,1.787558,13.685526,-12.734721
GJ 1249,,,18.7899,4.81,7.639772,-12.569782,11.691332
,,,18.7935,11.1,-11.241722,5.722406,13.931023
NN 3913,,,18.797,11.32,-10.247492,-14.074313,7.087301
Gl 499A,,,18.8041,8.069,-16.856941,-5.013792,6.655749
Gl 351A,Psi Vel,,18.8147,2.228,-11.382585,8.679058,-12.210922
Gl 509A,,,18.8218,7.507,-15.344417,-5.855352,9.192972
Gl 159,,,18.8324,4.005,9.229661,16.415565,-0.088392
Gl 755,,,18.8324,5.105,5.371773,-14.464361,-10.797322
Gl 204.2,,,18.8324,10.645,2.465114,18.636128,-1.13014
Gl 741,,,18.8324,13.475,4.990155,-17.613429,-4.418685
NN 3488,,,18.8359,7.415,-10.168774,15.276507,4.244467
NN 4008,,,18.8608,8.232,-2.318307,-17.095595,-7.622063
NN 3033,,,18.8679,13.161,16.2396,1.748185,9.445472
NN 3034,,,18.8679,12.921,17.276312,1.918288,7.338042
NN 3047,,,18.8679,12.451,15.851259,2.861831,9.825741
NN 3190,,,18.8679,11.661,10.747633,10.670433,11.252908
NN 3313,,,18.8679,9.961,5.890123,17.910826,0.711623
GJ 1082,,,18.8679,13.371,1.45675,14.055207,12.503068
NN 3413,,,18.8679,11.801,-4.070524,17.447644,5.916776
Gl 296,,,18.8679,8.281,-7.224963,12.509189,-12.13789
NN 3682,,,18.8679,12.451,-17.012873,1.234906,8.064416
NN 3796,,,18.8679,10.741,-17.125016,-7.885187,-0.745199
NN 3816,,,18.8679,13.921,-14.549801,-8.093535,-8.876691
GJ 1202,,,18.8679,11.401,-6.769107,-16.666156,5.693518
NN 4002,,,18.8679,11.641,-3.239099,-17.634386,5.876591
NN 4005,,,18.8679,10.811,-2.920271,-18.58511,-1.436437
NN 4007,,,18.8679,11.971,-2.429412,-16.903885,-8.022114
NN 4036,,,18.8679,9.981,-0.161803,-14.021505,-12.624139
GJ 2139,,,18.8679,12.801,3.450532,-18.19004,-3.649138
NN 4197,,,18.8679,10.831,13.769456,-10.728488,-7.162351
NN 4222,,,18.8679,11.121,7.186587,-4.597908,-16.82884
NN 4257,,,18.8679,12.221,16.582237,-8.930977,1.124599
NN 4362,,,18.8679,11.021,16.690845,-0.831148,-8.759143
,,,18.8715,7.281,-14.745571,11.253749,3.472
Gl 106,,,18.8822,6.85,13.472383,11.644308,6.281109
,,,18.8964,6.488,-13.77293,-12.121449,4.522256
Gl 583,,,18.8964,8.078,-11.973394,-14.533718,-1.573787
Gl 773B,,,18.8964,13.978,9.039643,-16.076653,-4.110963
Gl 100B,,,18.9036,10.017,14.140011,10.75595,-6.458773
Gl 100C,,,18.9036,11.467,14.157466,10.721933,-6.477068
NN 3987,,,18.9286,9.474,-4.647042,-18.239866,-2.001046
NN 3508,,,18.9609,10.411,-11.589055,14.167542,4.948766
Gl 775.1,,,18.9717,5.759,9.313689,-15.722075,5.099387
Gl 477,,,18.9861,9.698,-13.040973,-2.063944,-13.643353
Gl 541.2,,,19.0114,8.795,-11.012056,-7.526455,13.546971
GJ 1273,,,19.0114,12.965,16.721707,-5.34487,7.309789
Gl 900,,,19.0259,8.193,18.905338,-2.070085,0.533025
Gl 836.9B,,,19.0259,8.203,8.491519,-5.588361,-16.082575
GJ 1246,,,19.044,7.021,7.924295,-14.205466,-9.903749
Gl 59A,,,19.0512,5.57,15.960311,6.878837,-7.802662
GJ 2102,,,19.0694,6.578,-17.306819,-7.48395,2.847194
NN 3920,,,19.073,11.438,-6.459816,-10.101385,14.832805
Wo 9652A,,,19.084,10.157,5.763123,-17.062539,6.313101
,,,19.1058,6.984,-5.622655,-7.691821,16.560593
,,,19.1095,10.064,7.024122,17.201502,-4.46576
Gl 646A,,,19.1131,6.923,-3.882178,-14.215427,-12.172734
GJ 1080,,,19.1205,11.393,2.638471,18.911634,0.991029
Gl 646B,,,19.1205,8.993,-3.883799,-14.219952,-12.177955
Gl 894.5,,,19.1241,6.392,18.54467,-3.013416,-3.571835
Gl 262,,,19.1314,4.521,-4.562639,16.041802,9.373479
Gl 855,,,19.1498,9.409,9.463169,-4.235311,-16.100266
Gl 220,,,19.1571,9.398,0.515402,17.457697,7.871318
Gl 131,,,19.1681,7.757,11.330329,12.890659,-8.536727
Gl 817,,,19.1718,10.037,13.240389,-12.687134,-5.592005
Gl 906,,,19.1791,8.476,15.436154,-0.955945,11.342034
Gl 334.2,,,19.1902,4.535,-11.691924,10.821992,10.69843
Gl 768.1A,54Omi Aql,,19.1902,3.705,8.789994,-16.702189,3.469379
NN 3406A,,,19.1939,11.024,-2.28924,11.822841,14.94609
NN 3407B,,,19.1939,13.484,-2.28924,11.822841,14.94609
GJ 1054A,,,19.2012,8.793,11.542528,12.370176,-9.079367
Gl 204.1,,,19.2012,5.573,1.33341,9.385425,-16.698094
,,,19.2049,6.113,3.606073,-0.644874,18.85213
Gl 725.2,110    Her,,19.2086,2.773,3.560021,-17.631081,6.741603
NN 3968,,,19.2197,10.031,-5.244878,-14.571181,11.382831
GJ 1010A,,,19.2271,9.89,4.240884,0.436015,18.748497
NN 3027,,,19.2308,12.44,16.951157,1.400559,8.973313
NN 3157,,,19.2308,12.63,12.271983,9.049657,11.71861
NN 3284,,,19.2308,10.71,7.402444,16.986847,5.145341
NN 3344,,,19.2308,10.28,1.120966,5.761276,-18.313242
NN 3395,,,19.2308,9.67,-1.66961,12.237465,14.740439
NN 3546,,,19.2308,8.13,-13.00757,11.078324,8.825958
NN 3604,,,19.2308,11.58,-14.991862,6.309972,10.259239
NN 3747,,,19.2308,11.21,-18.788493,-3.921876,-1.197956
NN 3757,,,19.2308,14.58,-18.419498,-4.883823,2.587283
NN 3990,,,19.2308,12.57,-4.082412,-18.367641,3.973328
NN 4059,,,19.2308,11.43,2.167536,-18.729898,3.783703
NN 4104,,,19.2308,11.28,4.677257,-14.185752,-12.112447
NN 4160A,,,19.2308,9.85,12.497467,-14.310332,2.975127
NN 4161B,,,19.2308,11.12,12.496309,-14.311114,2.976227
NN 4211,,,19.2308,11.15,15.812367,-10.941888,-0.260334
NN 4240,,,19.2308,11.48,15.538072,-9.278062,6.504581
NN 4300,,,19.2308,11.13,16.119138,-5.023916,9.206374
NN 4371,,,19.2308,14.08,18.591913,-0.616765,-4.876891
Gl 140.1A,,,19.2493,7.158,7.817887,9.593053,-14.743993
Wo 9207,74    Ori,,19.2493,3.618,-1.348406,18.761116,4.091564
Gl 231.1A,,,19.2493,4.278,-1.443333,19.118773,1.711198
Gl 490A,,,19.2567,9.147,-15.235201,-3.916767,11.107011
,,,19.2604,10.367,-18.022114,1.135909,-6.698966
GJ 1019,,,19.2678,13.096,16.636257,3.203036,9.177345
Gl 852.1,,,19.2678,12.126,16.746047,-8.048235,5.103327
NN 4001,,,19.2827,9.164,-3.482345,-18.956172,-0.59945
NN 3029,,,19.305,10.782,13.328384,1.261143,-13.908512
GJ 1074,,,19.305,9.542,3.211395,11.73215,14.990885
NN 3311,,,19.305,15.862,4.022687,12.076275,14.51429
Gl 513,,,19.305,10.702,-17.503163,-7.192846,3.829398
GJ 1126A,,,19.3087,6.881,-12.996568,9.930506,-10.261587
,,,19.3162,6.36,10.659924,-16.105781,-0.29224
Gl 231.1B,,,19.3199,11.99,-1.441189,19.189238,1.724017
Gl 571.1,,,19.3424,8.057,-13.377317,-13.462048,-3.735498
Gl 167.2,,,19.3424,10.367,7.540019,15.659453,-8.495108
NN 3441,,,19.3498,9.817,-6.680691,16.644583,7.262298
Gl 816.1B,,,19.3611,11.565,9.640404,-9.418172,13.900103
Wo 9472,,,19.3648,8.715,-16.051261,-10.57581,-2.346214
NN 3867,,,19.3723,6.324,-14.421726,-12.902251,0.913653
Gl 629.3,,,19.3798,10.943,-4.513409,-11.804501,-14.692159
Gl 689,,,19.3874,7.112,-0.624492,-5.997678,18.425549
Gl 788.1,,,19.3874,9.162,5.943427,-8.278841,-16.491963
Gl 768.1B,,,19.3911,11.662,8.882013,-16.877015,3.50551
Gl 270,,,19.3949,8.622,-5.541799,15.325462,10.514603
Gl 314A,,,19.3986,3.611,-11.454706,13.756704,-7.474291
GJ 1283,,,19.3986,7.491,9.394553,-1.695005,-16.887125
Gl 525.1,1    Cen,,19.4024,2.791,-14.565089,-7.237099,-10.579613
,,,19.4099,8.31,-8.385238,15.414581,-8.295946
Gl 78.1,2Alp Tri,,19.4175,1.979,14.872602,7.99818,9.584806
Wo 9126,,,19.4175,7.409,9.829598,14.618526,8.16829
Gl 219,Bet Pic,,19.4401,2.407,0.677437,12.19782,-15.122127
NN 4130,,,19.4515,6.225,9.021016,-15.510779,7.50985
Gl 816.1A,,,19.4704,6.243,9.695032,-9.470962,13.978517
Gl 530,,,19.4742,4.983,-15.684097,-8.28143,-8.041904
Gl 642,,,19.4742,9.303,-5.395659,-18.274138,4.02042
Gl 268.2,,,19.4818,7.632,-2.741271,8.298775,-17.411184
,15Rho Pup,,19.4818,1.382,-9.379037,15.076242,-8.018549
Gl 140.1B,,,19.4818,8.792,7.912869,9.707732,-14.922561
Gl 140A,,,19.4894,8.931,11.216811,13.864962,7.860195
Gl 690.1,,,19.4932,11.601,-1.421954,-18.622491,-5.582629
Gl 874,,,19.4932,10.471,14.853092,-4.804677,-11.674143
Gl 59B,,,19.5046,11.319,16.341675,7.018069,-8.007857
NN 3528,,,19.5122,10.288,-13.784891,13.507252,2.873473
,,,19.5236,4.827,-3.147694,-19.250686,-0.813525
Gl 790,,,19.5236,5.157,10.069952,-13.395188,-10.016766
GJ 1016,,,19.5274,9.127,15.994015,2.928807,-10.813553
Gl 627B,,,19.5312,6.396,-7.175058,-17.085835,6.169325
,26Eps Sco,,19.5351,0.836,-4.842163,-15.39568,-11.006616
NN 4287,,,19.5427,7.955,14.137206,-5.32098,12.399343
Gl 100A,,,19.5465,7.325,14.621447,11.121247,-6.678687
,,,19.5503,9.144,-2.362199,14.787459,-12.568424
Gl 578,45    Boo,,19.5542,3.474,-12.138752,-12.937889,8.223444
Gl 308B,,,19.558,10.103,-9.660455,12.776573,11.222752
Gl 305,Alp Cha,,19.5618,2.593,-2.515914,3.642744,-19.054133
Gl 710,,,19.5618,8.203,1.690966,-19.477219,-0.661744
Gl 337.1,16    UMa,,19.5695,3.722,-7.020011,6.192111,17.185384
Gl 452A,,,19.5695,10.432,-19.3995,0.56999,-2.511811
NN 3907,,,19.5695,12.712,-8.742948,-11.366961,13.316095
Gl 121.1,,,19.5771,10.311,13.001051,13.303406,-6.10368
NN 3014A,,,19.5886,9.68,3.171508,0.18905,19.329227
,,,19.604,5.698,-11.74718,-14.349765,6.356183
,,,19.6078,8.528,-5.744264,-12.971031,-13.535937
,,,19.6078,8.298,1.541518,-13.332687,14.29437
NN 3101,,,19.6078,11.868,15.990606,7.122419,-8.833882
NN 3321,,,19.6078,9.818,4.91038,18.939564,1.283333
NN 3353A,,,19.6078,10.858,2.162406,19.168944,3.513039
NN 3354B,,,19.6078,12.158,2.162422,19.169045,3.512477
NN 3383,,,19.6078,6.518,-0.352863,18.569744,6.285372
NN 3419,,,19.6078,12.038,-4.932536,18.652797,-3.494149
NN 3560,,,19.6078,10.488,-7.612486,5.570039,17.189839
NN 3600A,,,19.6078,12.058,-11.450838,4.976619,15.118777
NN 3601B,,,19.6078,12.218,-11.450395,4.975438,15.119501
NN 3639,,,19.6078,12.208,-15.24939,3.861259,11.705238
GJ 1143B,,,19.6078,12.038,-17.685478,3.534037,-7.694174
NN 3719,,,19.6078,12.688,-16.731959,-1.241861,10.143815
NN 3744,,,19.6078,14.378,-4.043549,-0.757189,19.17139
NN 3802,,,19.6078,11.628,-17.439186,-8.413087,3.092021
NN 3821,,,19.6078,11.728,-15.751638,-9.323368,-7.0304
NN 3858,,,19.6078,11.798,-9.995531,-7.826074,14.943485
NN 3899,,,19.6078,12.558,-12.76517,-14.843938,1.083419
NN 3911,,,19.6078,12.118,-8.081323,-10.88757,14.163999
NN 4151,,,19.6078,11.968,6.265016,-7.811276,16.858213
NN 4236,,,19.6078,12.948,16.724045,-10.237407,-0.440815
NN 4348,,,19.6078,10.908,12.90064,-1.338052,-14.705405
,,,19.6117,10.357,16.453149,-4.967402,-9.446566
NN 3643,,,19.6464,10.904,-18.793974,4.536412,3.491211
Gl 91.3,,,19.6464,14.734,11.884617,8.088657,13.390689
Gl 755.1,,,19.6464,11.544,6.630966,-17.813071,4.977566
GJ 1261,,,19.6464,10.864,8.766917,-7.425982,15.936655
Gl 45,,,19.658,8.032,8.869515,2.266133,-17.39647
Gl 627A,,,19.658,5.512,-7.221787,-17.196282,6.209502
,,,19.6734,6.061,2.052763,-0.671628,19.55431
Gl 308A,,,19.6773,9.29,-9.719224,12.854754,11.291064
NN 3032,,,19.6773,10.4,12.347494,1.260133,-15.269171
Wo 9163A,,,19.685,8.799,6.607263,18.274199,-3.145941
NN 3016,,,19.685,14.429,19.129326,1.188055,-4.489619
NN 3504,,,19.685,16.969,-12.149522,15.478864,-0.541394
GJ 1219,,,19.685,12.219,-2.680341,-18.869957,4.923387
Gl 705.2,,,19.685,11.039,0.408051,-11.895251,15.679149
NN 3524,,,19.7239,12.655,-9.290777,9.219984,14.754851
NN 3139,,,19.7316,10.304,16.139393,10.242592,-4.893398
Gl 308.1,,,19.7355,8.814,-5.689059,7.418227,17.380865
Gl 836.8,,,19.7394,8.173,12.255984,-8.227971,13.104908
,,,19.7433,9.123,-15.68848,-4.23528,-11.213022
Gl 239.1,7Nu 2CMa,,19.7511,2.472,-2.971851,18.407811,-6.513678
Gl 455.2,Eta Cru,,19.755,2.662,-8.465553,-0.254271,-17.847491
,,,19.7628,6.201,-6.228457,14.495441,11.901658
Gl 456.1A,,,19.7668,6.98,-13.666537,-0.591697,-14.268867
Gl 818.1A,,,19.7668,4.19,4.208227,-3.877326,-18.920359
Gl 140B,,,19.7863,10.518,11.388284,14.07548,7.980321
Gl 140C,,,19.7863,10.408,11.38215,14.082549,7.9766
Gl 328,,,19.7941,8.507,-13.690794,14.285729,0.53421
NN 3040,,,19.802,12.036,6.310043,0.959658,18.745175
GJ 1162,,,19.802,12.036,-19.463563,-3.325551,-1.49319
GJ 1185,,,19.802,11.796,-14.697983,-13.224805,-1.092261
Gl 825.3,,,19.8177,6.665,15.072038,-12.867099,0.055887
GJ 2154A,,,19.8334,8.973,18.308559,-3.701862,-6.667582
NN 3822,,,19.857,9.19,-16.609253,-9.815551,4.699383
,,,19.857,4.68,19.123967,-5.280276,-0.829922
Gl 659A,,,19.861,7.36,-2.488009,-11.263427,16.168049
Gl 586C,,,19.8649,13.92,-12.095489,-15.446549,-3.1173
GJ 1178,,,19.8807,13.588,-17.448109,-8.833044,3.575344
Gl 199A,,,19.8886,7.857,3.312207,18.219798,-7.254962
NN 3859,,,19.8926,5.387,-2.525837,-1.927164,19.637253
Gl 389A,,,19.9005,9.026,-9.013244,4.088115,-17.265209
Gl 314B,,,19.9203,5.304,-11.763138,14.126141,-7.674575
NN 3678,,,19.9243,6.723,-14.668165,1.34812,13.4168
Gl 800B,,,19.9322,12.502,12.305525,-14.286238,-6.462978
Gl 81.2,,,19.9362,7.112,8.647134,4.819931,-17.304553
Gl 840,,,19.9561,6.23,14.406602,-8.763599,10.671933
Gl 660.1,,,19.9601,10.109,-4.060809,-19.461136,-1.783142
NN 4076,,,19.9601,13.609,2.417273,-11.91899,15.827194
NN 4024,,,19.9641,9.179,-1.470811,-19.807741,2.013799
Gl 171.1B,,,19.9641,11.999,6.865798,17.867185,5.673608
Gl 297.1,,,19.98,3.237,-5.120016,8.113858,-17.525983
Gl 443,,,19.992,10.176,-19.363249,1.123663,-4.841096
NN 3863,,,19.996,5.225,-3.901425,-3.328433,-19.327194
NN 3018A,,,20,9.445,7.474875,0.520064,-18.543349
NN 3019B,,,20,10.995,7.477366,0.51538,-18.542476
NN 3350,,,20,11.495,2.17602,17.149069,-10.058546
NN 3480,,,20,11.185,-5.543558,8.853492,17.055341
NN 3531,,,20,11.805,-14.157777,13.406853,4.451254
NN 3548A,,,20,10.265,-13.619019,11.552731,9.00315
NN 3549B,,,20,14.495,-13.61343,11.556469,9.006807
GJ 1130B,,,20,12.915,-14.479947,8.919387,-10.525002
NN 3632,,,20,12.035,-18.959381,5.474317,-3.251723
GJ 1142A,,,20,11.055,-19.408295,4.471558,-1.822979
GJ 1142B,,,20,11.415,-19.409319,4.480687,-1.798127
NN 3675,,,20,10.265,-2.836396,0.269077,19.796021
GJ 1147,,,20,12.285,-14.944039,1.410083,-13.219102
NN 3700,,,20,10.835,-19.54546,-0.142592,-4.237296
NN 3766,,,20,14.385,-16.721725,-5.380996,9.561841
NN 3790,,,20,10.755,-16.902404,-7.160886,7.939172
NN 3795,,,20,11.055,-16.360924,-7.509491,8.71365
NN 3811,,,20,11.395,-10.510779,-5.548866,-16.085199
NN 3853,,,20,13.155,-13.80112,-10.589628,9.86858
GJ 2135,,,20,14.095,2.040867,-19.368516,-4.549222
NN 4131,,,20,12.995,8.771293,-14.58169,-10.508984
NN 4163,,,20,11.875,12.651176,-13.943351,6.747644
NN 4166,,,20,14.075,12.110969,-13.177197,8.926697
NN 4290,,,20,11.695,13.396873,-4.83076,14.042348
NN 4302,,,20,12.395,19.108009,-5.589602,-1.907973
NN 4311,,,20,10.275,6.102742,-1.448578,18.991003
NN 4316,,,20,11.495,18.976701,-4.016854,-4.873365
NN 4361,,,20,13.095,12.640183,-0.745067,-15.4813
GJ 1233,,,20.016,5.533,3.316045,-10.17713,16.91333
Gl 401A,,,20.02,9.523,-17.929874,6.029521,-6.555745
Gl 11A,,,20.0361,10.981,7.061621,0.40914,18.745971
Gl 389B,,,20.0481,11.12,-9.080952,4.118901,-17.392449
Gl 859A,53    Aqr,,20.0803,4.696,17.653524,-7.623008,-5.784521
Gl 257.1,,,20.0844,6.466,-3.544943,12.860379,15.013959
Gl 292.2,,,20.0884,5.915,-9.626719,17.625595,-0.495122
,,,20.0924,8.845,10.181327,3.739902,16.913257
Gl 851.5,,,20.1045,8.814,15.92567,-7.894876,9.393669
Gl 456.1B,,,20.1126,11.733,-13.90953,-0.604298,-14.514698
Gl 174.1B,,,20.1329,10.98,5.093689,14.102115,-13.435712
NN 4309B,,,20.1532,10.078,17.800345,-4.718856,-8.187284
NN 3358,,,20.1613,6.217,1.193551,12.508582,15.766197
GJ 1122A,,,20.1613,12.997,-12.053299,10.174252,12.557094
GJ 1122B,,,20.1613,13.147,-12.053021,10.174015,12.557552
NN 4237A,,,20.1613,8.477,14.473555,-8.728083,10.991578
NN 4238B,,,20.1613,8.677,14.473555,-8.728083,10.991578
,,,20.1654,10.317,10.489778,12.387809,-11.964536
Gl 174.1A,Alp Cae,,20.1654,2.917,5.101798,14.124725,-13.457617
Gl 84.3,13Alp Ari,Hamal,20.1776,0.486,15.731986,9.751722,8.03361
,,,20.1898,5.694,10.708246,0.600442,-17.105583
GJ 1278,,,20.1939,8.334,7.734353,-1.910355,18.556039
Gl 859B,53    Aqr,,20.202,4.023,17.760317,-7.669824,-5.819492
NN 3373A,,,20.202,11.373,-0.027704,7.518102,18.750953
NN 3374B,,,20.202,11.783,-0.02601,7.522997,18.748991
,,,20.2102,10.522,-13.077134,8.68283,-12.729855
Gl 517,,,20.2102,7.712,-18.312533,-8.031026,-2.932108
Gl 659B,,,20.2184,7.811,-2.531504,-11.467639,16.458114
NN 3103,,,20.2265,10.07,18.385837,8.427299,0.230014
,,,20.2265,6.23,3.280546,19.937537,0.918659
Gl 558,,,20.2306,8.01,-13.120413,-10.526812,11.2383
Wo 9234,22    Lyn,,20.2388,3.819,-5.008642,12.101997,15.429016
NN 3593,,,20.2388,5.129,-13.153164,6.212852,14.071274
NN 3710,,,20.2429,14.259,-10.891966,-0.547048,17.054056
NN 3756,,,20.2429,12.869,-12.382019,-3.08398,15.714632
Gl 415,,,20.2511,7.698,-19.433257,4.203541,-3.847119
Gl 199B,,,20.2675,11.966,3.375001,18.56679,-7.392916
NN 4140,,,20.2716,8.656,11.132754,-16.745069,-2.569477
Gl 4.1B,,,20.284,5.664,10.612845,0.289466,17.282686
Gl 351.1,,,20.284,10.664,-15.172617,11.480076,7.031371
Gl 455,,,20.284,11.304,-17.81014,-0.17963,9.706045
Gl 221,,,20.3128,8.161,0.616518,20.192503,-2.121469
Wo 9714,,,20.3128,7.831,12.197566,-12.02301,-10.921377
,,,20.3169,7.611,7.822076,-15.758607,10.161588
NN 4310,,,20.3169,9.111,12.734474,-3.213592,-15.501046
GJ 1117,,,20.3252,13.64,-12.020111,12.099429,11.055972
,,,20.3335,5.549,-7.19227,-19.018846,0.090262
Gl 822.1A,65Tau Cyg,,20.3417,2.198,12.034413,-10.573279,12.536148
Gl 337A,81Pi 1Cnc,,20.3625,4.946,-14.634044,13.142774,5.268959
Gl 765.4B,,,20.3707,6.995,7.540797,-15.199254,11.273175
Gl 335A,13Sig2UMa,,20.3791,3.254,-5.847532,5.339885,18.777611
GJ 1164A,,,20.3832,7.354,-18.095102,-3.860961,-8.551907
NN 3072,,,20.3832,8.514,19.309282,5.386907,-3.687876
NN 3114,,,20.3832,10.694,16.929193,8.632012,7.373305
,,,20.3832,5.584,7.559565,14.153726,12.570181
Gl 783.2A,,,20.3915,5.793,10.600964,-16.465053,5.684825
,,,20.4082,10.421,16.910841,-7.144261,-8.915023
NN 3045,,,20.4082,11.051,12.534575,2.128635,15.963959
NN 3137,,,20.4082,11.341,0.454541,0.337769,20.400342
Gl 85,,,20.4082,9.971,6.893117,4.281452,-18.72378
NN 3382,,,20.4082,11.701,-0.198679,19.136208,-7.08948
NN 3502B,,,20.4082,10.811,-12.456195,16.022862,-2.146098
NN 3527,,,20.4082,10.271,-14.495903,14.348676,0.69204
Gl 346,,,20.4082,8.971,-15.918036,12.341538,-3.285906
NN 3610A,,,20.4082,11.581,-13.128931,5.138248,14.755482
NN 3611B,,,20.4082,13.951,-13.126635,5.14173,14.75631
NN 3636,,,20.4082,14.411,-19.295584,5.097835,4.264637
NN 3842,,,20.4082,10.761,-12.983724,-9.094217,12.853512
NN 3888,,,20.4082,13.151,-13.167175,-13.749709,-7.352934
NN 3934,,,20.4082,11.651,-9.072661,-16.100509,-8.65766
NN 4045,,,20.4082,12.551,0.387089,-4.555931,-19.889402
NN 4067,,,20.4082,11.571,2.957291,-16.776415,11.23837
NN 4081,,,20.4082,11.851,2.243312,-9.711599,-17.808623
NN 4136,,,20.4082,12.001,10.807452,-17.30291,-0.550385
NN 4152,,,20.4082,11.801,10.045459,-12.319425,12.799029
NN 4189A,,,20.4082,10.921,14.464529,-12.421118,7.279273
NN 4190B,,,20.4082,12.451,14.464529,-12.421118,7.279273
NN 4193,,,20.4082,11.121,11.796549,-9.365952,-13.770077
NN 4217,,,20.4082,11.991,16.899449,-11.247139,-2.098838
NN 4230B,,,20.4082,8.951,3.823145,-2.321727,-19.912001
NN 4253,,,20.4082,10.901,14.078278,-7.65032,-12.63999
NN 4329,,,20.4082,10.981,19.934674,-3.733897,2.27188
GJ 1262,,,20.4207,5.43,5.90049,-4.749317,-18.964108
NN 3255,,,20.429,5.259,10.194449,16.712208,5.841869
Gl 336,,,20.4332,8.408,-12.635562,11.628138,11.074668
Gl 171.1A,87Alp Tau,Aldebaran,20.4332,-0.682,7.02722,18.287604,5.806661
Gl 55.3B,,,20.4332,5.648,6.965769,2.390353,-19.060173
NN 4224A,,,20.4499,9.967,12.876807,-8.266936,-13.566282
GJ 1064B,,,20.4499,7.197,8.40605,12.825241,13.533576
Gl 167.1,Gam Dor,,20.4625,2.705,5.584439,11.453148,-16.011327
Gl 335B,,,20.4625,6.885,-5.871234,5.360634,18.854869
Gl 371,,,20.4708,7.304,-17.341891,10.816501,1.150513
,,,20.4708,8.354,15.53687,-12.757209,3.861729
NN 3084,,,20.4792,9.463,19.219847,6.795491,1.953572
Gl 337B,,,20.4792,5.743,-14.718079,13.217168,5.299268
Gl 783.2B,,,20.4792,12.383,10.655289,-16.531225,5.707982
Wo 9732,,,20.4834,9.343,5.969957,-5.002145,-18.944863
,,,20.4834,6.563,14.238646,-2.399285,14.528388
Gl 586B,,,20.4918,6.012,-12.434009,-15.943968,-3.331985
NN 4241,,,20.4918,9.462,17.453237,-10.338546,2.900494
Gl 828.5,,,20.4918,11.242,4.530787,-3.572841,19.663098
,,,20.496,6.262,-10.84061,-2.168146,-17.258805
NN 3769,,,20.5002,6.001,-19.461361,-6.391962,-0.810211
NN 4324,,,20.5044,4.021,12.06018,-2.305781,16.421224
Gl 616.2,,,20.5339,8.308,-5.078201,-10.538756,16.875295
NN 3925A,,,20.5339,10.188,-8.871193,-14.350324,11.705178
NN 3926B,,,20.5339,11.618,-8.872075,-14.351779,11.702723
GJ 1282,,,20.5381,4.077,9.472157,-1.799996,-18.134254
Gl 342,,,20.5465,7.456,-3.91994,3.09341,19.930414
,,,20.5592,5.325,7.565716,-17.519843,7.648494
Gl 857,,,20.5634,3.745,10.029346,-4.416161,-17.400173
Gl 452B,,,20.5634,17.835,-20.38451,0.597944,-2.639625
Gl 30,,,20.5719,7.164,16.778253,3.227009,11.457179
Wo 9131,,,20.5761,6.813,10.301963,15.723549,8.368066
NN 3602,,,20.5761,11.683,-12.625482,5.328855,15.348498
Wo 9615B,,,20.5761,12.433,0.6509,-20.279772,3.418048
Gl 747.3,,,20.5804,7.793,4.258806,-13.330307,-15.090364
Gl 586A,,,20.5846,5.322,-12.493698,-16.014262,-3.343604
,,,20.6186,9.319,14.150991,10.615795,-10.591553
GJ 1034,,,20.6186,13.469,17.75155,6.154703,8.492872
Wo 9125,,,20.6186,9.239,10.449856,15.531213,8.643414
GJ 1078,,,20.6186,13.949,2.994267,18.805792,7.905898
Gl 301A,,,20.6398,7.806,-10.994906,16.747444,-4.96426
Gl 120.2,,,20.6398,5.046,12.909469,13.186603,9.244673
NN 4308A,,,20.6398,9.986,18.231383,-4.837652,-8.379448
NN 4249,,,20.6526,10.515,11.439326,-6.376709,-15.96901
Gl 59.1,,,20.6569,4.945,6.797516,2.975217,19.27789
GJ 1193,,,20.6612,12.254,-11.874777,-16.122711,5.092453
NN 3585,,,20.6654,9.744,-13.580078,7.317446,13.75119
Gl 654.1,,,20.6654,4.424,-4.886918,-20.077518,0.253391
Gl 501.2,,,20.6697,3.273,-15.531004,-5.050305,-12.669384
Gl 292.1,,,20.6911,6.181,-9.389066,17.131531,6.816949
NN 3552,,,20.7039,13.98,-14.183106,11.864201,9.312192
